Timecode,BlendshapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
21:22:29:23.528,61,0.0000000000,0.0000000000,0.0000000000,0.8046542406,0.1501399130,0.0602699630,0.2119691223,0.0000000000,0.0000000000,0.8770204186,0.0000000000,0.1463229954,0.0596597567,0.2282850146,0.0089017078,0.0000000000,0.0126329204,0.0037932422,0.0000000000,0.0122244610,0.0200747009,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0353849158,0.0195142105,0.0064603551,0.0068357922,0.0000000000,0.0000000000,0.0316286758,0.0069934218,0.0597491078,0.0477646329,0.0276249498,0.0198971145,0.0000000000,0.0000000000,0.0091550434,0.0099602304,0.0000000000,0.0000000000,0.0132271098,0.0000000000,0.0000000000,0.0058191046,0.0222622808,0.0234875642,0.0142484456,0.0147446115,0.0000000000,-0.0599695742,-0.1229389831,0.0420436524,-0.5208556652,-0.1245997995,0.0388088636,-0.5536838770,-0.1246130466,0.0318460241
21:22:29:24.529,61,0.0000000000,0.0000000000,0.0000000000,0.8083606958,0.1500499547,0.0613446869,0.2112016231,0.0000000000,0.0000000000,0.8805885315,0.0000000000,0.1462274045,0.0606964454,0.2284557372,0.0089558475,0.0000000000,0.0126508074,0.0039495346,0.0001564351,0.0130588375,0.0225358624,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0378395095,0.0225803591,0.0062221480,0.0065508070,0.0000000000,0.0000000000,0.0319708064,0.0071459622,0.0593880862,0.0474999510,0.0280356109,0.0201010611,0.0000000000,0.0000000000,0.0088800276,0.0096939495,0.0000000000,0.0000000000,0.0139164599,0.0000000000,0.0000000000,0.0064270664,0.0224139374,0.0238399599,0.0147027131,0.0151111586,0.0000000000,-0.0599695742,-0.1229389831,0.0420436524,-0.5229753852,-0.1246452928,0.0389676169,-0.5559431314,-0.1246585101,0.0320156626
21:22:29:25.532,61,0.0000000000,0.0000000000,0.0000000000,0.8123751879,0.1595441848,0.0621939115,0.2105366588,0.0000000000,0.0000000000,0.8843263984,0.0000000000,0.1554759145,0.0615119971,0.2286378741,0.0089451950,0.0000000000,0.0128037557,0.0039832336,0.0001668722,0.0135027487,0.0236016028,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0402511321,0.0277571157,0.0059282831,0.0062121949,0.0000000000,0.0000000000,0.0320766941,0.0072331009,0.0588460304,0.0471339002,0.0282982476,0.0201619472,0.0000000000,0.0000000000,0.0085628042,0.0093859192,0.0000000000,0.0000000000,0.0143147279,0.0000000000,0.0000000000,0.0069659743,0.0224240702,0.0240176972,0.0150519917,0.0153609281,0.0000000000,-0.0599695742,-0.1229389831,0.0420436524,-0.5250344276,-0.1294475347,0.0415813141,-0.5582373738,-0.1294612139,0.0344575159
21:22:29:26.533,61,0.0000000000,0.0000000000,0.0000000000,0.7899950743,0.1346136183,0.0629024133,0.2069536597,0.0000000000,0.0000000000,0.8636420965,0.0000000000,0.1311907321,0.0621844083,0.2283579111,0.0089251501,0.0000000000,0.0130732311,0.0041071442,0.0003662809,0.0141199501,0.0245914068,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0415310711,0.0308700688,0.0055851894,0.0058261640,0.0000000000,0.0000000000,0.0321930498,0.0072555337,0.0581887104,0.0466483720,0.0284710880,0.0201044492,0.0000000000,0.0000000000,0.0083254976,0.0091568576,0.0000000000,0.0000000000,0.0149151171,0.0000000000,0.0000000000,0.0074329893,0.0226084627,0.0243531112,0.0155711761,0.0158035215,0.0000000000,-0.0599695742,-0.1229389831,0.0420436524,-0.5131478906,-0.1166106761,0.0342703387,-0.5449738503,-0.1166229546,0.0275576785
21:22:29:27.535,61,0.0000000000,0.0000000000,0.0000000000,0.7800416946,0.1219848171,0.0625153109,0.2048603147,0.0000000000,0.0000000000,0.8542209268,0.0000000000,0.1188989580,0.0617641807,0.2280137092,0.0088284994,0.0000000000,0.0132675348,0.0040523782,0.0003077688,0.0143895997,0.0251727775,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0460180156,0.0361792110,0.0052490574,0.0054529472,0.0000000000,0.0000000000,0.0320445970,0.0072323480,0.0569402091,0.0461040772,0.0285577402,0.0199776851,0.0000000000,0.0000000000,0.0080186641,0.0088573284,0.0000000000,0.0000000000,0.0154662449,0.0000000000,0.0000000000,0.0078250999,0.0225454662,0.0244756006,0.0158276446,0.0159652047,0.0000000000,-0.0599695742,-0.1229389831,0.0420436524,-0.5077210665,-0.1102067232,0.0307490602,-0.5390660763,-0.1102183387,0.0242672004
21:22:29:28.536,61,0.0000000000,0.0000000000,0.0000000000,0.7580918670,0.1102045253,0.0597817190,0.2022411823,0.0000000000,0.0000000000,0.8335457444,0.0000000000,0.1074435636,0.0590405390,0.2274976671,0.0085629998,0.0000000000,0.0134611800,0.0038169220,0.0000638171,0.0144404722,0.0257534068,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0607846379,0.0513624437,0.0047631268,0.0049332902,0.0000000000,0.0000000000,0.0304959230,0.0070505394,0.0519703254,0.0447172597,0.0283386726,0.0195826739,0.0000000000,0.0000000000,0.0076142522,0.0084676538,0.0000000000,0.0000000000,0.0161360651,0.0000000000,0.0000000000,0.0080998130,0.0222381614,0.0244058631,0.0158046056,0.0158860479,0.0000000000,-0.0599695742,-0.1229389831,0.0420436524,-0.4955745935,-0.1040605903,0.0271023586,-0.5258115530,-0.1040714607,0.0208090618
21:22:29:29.538,61,0.0000000000,0.0000000000,0.0000000000,0.7707833648,0.1182521582,0.0570360720,0.1996453851,0.0000000000,0.0000000000,0.8457297087,0.0000000000,0.1152630746,0.0563216582,0.2268631458,0.0082021067,0.0000000000,0.0140135232,0.0034733601,0.0000000000,0.0144525394,0.0285143387,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0735159293,0.0703520849,0.0041634450,0.0042986870,0.0000000000,0.0000000000,0.0274455845,0.0067393254,0.0499879159,0.0439026207,0.0280520059,0.0191164110,0.0000000000,0.0000000000,0.0071832957,0.0080581848,0.0000000000,0.0000000000,0.0165350474,0.0000000000,0.0000000000,0.0084081693,0.0217846185,0.0242306497,0.0156683289,0.0157091841,0.0000000000,-0.0599695742,-0.1229389831,0.0420436524,-0.5027219057,-0.1082078665,0.0294963587,-0.5334640741,-0.1082191467,0.0230602194
21:22:29:30.540,61,0.0000000000,0.0000000000,0.0000000000,0.7702213526,0.1477694213,0.0548621640,0.1987311542,0.0000000000,0.0000000000,0.8449435830,0.0000000000,0.1440377831,0.0541750118,0.2269441038,0.0078390278,0.0000000000,0.0155484788,0.0030952743,0.0000000000,0.0144799612,0.0333630852,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0801007524,0.0833095014,0.0035795611,0.0036842509,0.0000000000,0.0000000000,0.0255351979,0.0064406795,0.0488268882,0.0433434509,0.0279071182,0.0187464785,0.0000000000,0.0000000000,0.0067352555,0.0076288390,0.0000000000,0.0000000000,0.0169071779,0.0000000000,0.0000000000,0.0088034607,0.0212468226,0.0239474457,0.0154687343,0.0154492138,0.0000000000,-0.0599695742,-0.1229389831,0.0420436524,-0.5018498898,-0.1226331890,0.0366110504,-0.5327415466,-0.1226458549,0.0295715556
21:22:29:31.541,61,0.0000000000,0.0000000000,0.0000000000,0.7639220357,0.1411145180,0.0501996242,0.1984624118,0.0000000000,0.0000000000,0.8389114738,0.0000000000,0.1375653297,0.0495383404,0.2273257375,0.0074538970,0.0000000000,0.0164259914,0.0026255820,0.0000000000,0.0143131893,0.0348379612,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0834584609,0.0884558186,0.0030233662,0.0031115492,0.0000000000,0.0000000000,0.0230213236,0.0061190585,0.0473168232,0.0426497459,0.0276066978,0.0182471909,0.0000000000,0.0000000000,0.0062760306,0.0071856165,0.0000000000,0.0000000000,0.0172440000,0.0000000000,0.0000000000,0.0090441667,0.0205975696,0.0235216003,0.0150949787,0.0149935968,0.0000000000,-0.0599695742,-0.1229389831,0.0420436524,-0.4983665943,-0.1192451566,0.0347198024,-0.5289955735,-0.1192574948,0.0278019905
21:22:29:32.543,61,0.0000000000,0.0000000000,0.0000000000,0.7053430676,0.1170582175,0.0453835726,0.1943547279,0.0000000000,0.0000000000,0.7829414606,0.0000000000,0.1142246723,0.0446965247,0.2245754898,0.0070532202,0.0000000000,0.0172098093,0.0021262658,0.0000000000,0.0140935602,0.0354698934,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0860024691,0.0910523981,0.0025227421,0.0026094620,0.0000000000,0.0000000000,0.0207939204,0.0057718819,0.0462889634,0.0420310497,0.0272718742,0.0177138355,0.0000000000,0.0000000000,0.0058350074,0.0067695011,0.0000000000,0.0000000000,0.0178204887,0.0000000000,0.0000000000,0.0091795074,0.0199898873,0.0231227409,0.0146945408,0.0145399338,0.0000000000,-0.0599695742,-0.1229389831,0.0420436524,-0.4654201865,-0.1065280437,0.0268206950,-0.4935668111,-0.1065389141,0.0202773269
